datetime,1335A,1336A,1337A,1338A,1339A,1340A,1341A,1342A,1343A,1344A,average_pm2.5
2024/2/19,51.666666666666664,48.75,47.208333333333336,56,42.333333333333336,59.458333333333336,52.458333333333336,52.958333333333336,49.625,44.041666666666664,50.449999999999996
2024/2/20,13.875,19.416666666666668,10,8.708333333333334,23.833333333333332,6.708333333333333,10.708333333333334,8,18.270833333333332,6.208333333333333,12.572916666666666
2024/2/21,8.125,8.75,8.541666666666666,6.020833333333333,9.875,9.125,10.125,2.9583333333333335,7.125,8.5,7.914583333333333
2024/2/22,28.791666666666668,22.416666666666668,32,28.166666666666668,22.25,29.958333333333332,29.791666666666668,23.791666666666668,22.958333333333332,25.5,26.5625
2024/2/23,36.291666666666664,30.083333333333332,39.083333333333336,32.708333333333336,32.958333333333336,30.0625,37.458333333333336,31.416666666666668,31.541666666666668,32.583333333333336,33.418749999999996
2024/2/24,34.604166666666664,33.5,36.625,39.166666666666664,33.041666666666664,33.541666666666664,39.583333333333336,34.25,36.458333333333336,30.25,35.10208333333333
2024/2/25,51.583333333333336,45.5,55.25,53,48.541666666666664,51.333333333333336,49.333333333333336,49.708333333333336,52.416666666666664,42.083333333333336,49.875
2024/2/26,54.708333333333336,54.791666666666664,61.645833333333336,61.375,51.791666666666664,63.25,57.625,53.958333333333336,56.875,51.5,56.75208333333333
2024/2/27,59.625,58.708333333333336,66.45833333333333,65.70833333333333,64.08333333333333,64.375,63.25,62.541666666666664,62,54.666666666666664,62.14166666666667
2024/2/28,53.958333333333336,60.541666666666664,54.25,59.916666666666664,50.166666666666664,59.291666666666664,55.145833333333336,54.916666666666664,60.875,52.541666666666664,56.16041666666666
2024/2/29,63.833333333333336,54.208333333333336,57.041666666666664,56.875,54.083333333333336,56.875,55.791666666666664,53.041666666666664,56.25,49.166666666666664,55.71666666666667
2024/3/1,99.91666666666667,70.58333333333333,70.33333333333333,77.54166666666667,71.16666666666667,69.125,71.70833333333333,70.91666666666667,75.625,64.45833333333333,74.1375
2024/3/2,43.833333333333336,47.708333333333336,46.541666666666664,51.333333333333336,47.541666666666664,45.375,46.666666666666664,43.541666666666664,52.75,40.25,46.55416666666667
2024/3/3,30.208333333333332,32.333333333333336,34.666666666666664,34.75,32.375,28.125,35.25,29.625,36.916666666666664,30.708333333333332,32.49583333333333
2024/3/4,28.083333333333332,26.125,26.791666666666668,29.916666666666668,26.125,30.791666666666668,25.625,23.291666666666668,29.875,20.083333333333332,26.670833333333334
2024/3/5,58.916666666666664,56.291666666666664,48.125,72.70833333333333,54.395833333333336,70.08333333333333,64.125,54.375,62.166666666666664,53.958333333333336,59.51458333333333
2024/3/6,85.66666666666667,89.125,86.04166666666667,97.75,95.625,92.5,91.91666666666667,77.70833333333333,94.41666666666667,88.375,89.91250000000001
2024/3/7,53.958333333333336,61.75,55.458333333333336,62.708333333333336,60.666666666666664,59,56.041666666666664,52.791666666666664,65.45833333333333,44.958333333333336,57.27916666666667
2024/3/8,49.166666666666664,57.333333333333336,53.791666666666664,58.916666666666664,53.791666666666664,54.458333333333336,59.291666666666664,51.333333333333336,58,49.041666666666664,54.512499999999996
2024/3/9,46.125,51.291666666666664,47.75,54.375,52.75,51.333333333333336,55.833333333333336,46.375,52.583333333333336,42.25,50.06666666666666
